Date,NAVPU,Symbol
2016-05-10,2.8587,ABCAPEQ:PM
2016-05-11,2.8948,ABCAPEQ:PM
2016-05-12,2.8823,ABCAPEQ:PM
2016-05-13,2.9155,ABCAPEQ:PM
2016-05-16,2.9204,ABCAPEQ:PM
2016-05-17,2.917,ABCAPEQ:PM
2016-05-18,2.9155,ABCAPEQ:PM
2016-05-19,2.8842,ABCAPEQ:PM
2016-05-20,2.8705,ABCAPEQ:PM
2016-05-23,2.8716,ABCAPEQ:PM
2016-05-24,2.8788,ABCAPEQ:PM
2016-05-25,2.8896,ABCAPEQ:PM
2016-05-26,2.8824,ABCAPEQ:PM
2016-05-27,2.8805,ABCAPEQ:PM
2016-05-30,2.8925,ABCAPEQ:PM
2016-05-31,2.8897,ABCAPEQ:PM
2016-06-01,2.9037,ABCAPEQ:PM
2016-06-02,2.8982,ABCAPEQ:PM
2016-06-03,2.9008,ABCAPEQ:PM
2016-06-06,2.9088,ABCAPEQ:PM
2016-06-07,2.9254,ABCAPEQ:PM
2016-06-08,2.9299,ABCAPEQ:PM
2016-06-09,2.9144,ABCAPEQ:PM
2016-06-10,2.9165,ABCAPEQ:PM
2016-06-13,2.905,ABCAPEQ:PM
2016-06-14,2.8866,ABCAPEQ:PM
2016-06-15,2.9075,ABCAPEQ:PM
2016-06-16,2.9241,ABCAPEQ:PM
2016-06-17,2.9421,ABCAPEQ:PM
2016-06-20,2.9445,ABCAPEQ:PM
2016-06-21,2.953,ABCAPEQ:PM
2016-06-22,2.9379,ABCAPEQ:PM
2016-06-23,2.9398,ABCAPEQ:PM
2016-06-24,2.8994,ABCAPEQ:PM
2016-06-27,2.9279,ABCAPEQ:PM
2016-06-28,2.9216,ABCAPEQ:PM
2016-06-29,2.9445,ABCAPEQ:PM
2016-06-30,2.9536,ABCAPEQ:PM
2016-07-01,2.9539,ABCAPEQ:PM
2016-07-04,2.9575,ABCAPEQ:PM
2016-07-05,2.9625,ABCAPEQ:PM
2016-07-07,2.9556,ABCAPEQ:PM
2016-07-08,2.9478,ABCAPEQ:PM
2016-07-12,2.9698,ABCAPEQ:PM
2016-07-13,2.981,ABCAPEQ:PM
2016-07-14,2.9845,ABCAPEQ:PM
2016-07-15,2.9919,ABCAPEQ:PM
2016-07-18,2.979,ABCAPEQ:PM
2016-07-19,2.9855,ABCAPEQ:PM
2016-07-20,2.9905,ABCAPEQ:PM
2016-07-21,3.0051,ABCAPEQ:PM
2016-07-22,3.0011,ABCAPEQ:PM
2016-07-25,3.0061,ABCAPEQ:PM
2016-07-26,3.0106,ABCAPEQ:PM
2016-07-27,3.0207,ABCAPEQ:PM
2016-07-28,3.0117,ABCAPEQ:PM
2016-07-29,3.0117,ABCAPEQ:PM
2016-08-01,3.015,ABCAPEQ:PM
2016-08-02,3.0065,ABCAPEQ:PM
2016-08-03,2.9838,ABCAPEQ:PM
2016-08-04,2.991,ABCAPEQ:PM
2016-08-05,2.9888,ABCAPEQ:PM
2016-08-08,2.9948,ABCAPEQ:PM
2016-08-09,2.9945,ABCAPEQ:PM
2016-08-10,2.9945,ABCAPEQ:PM
2016-08-11,2.9506,ABCAPEQ:PM
2016-08-12,2.9344,ABCAPEQ:PM
2016-08-15,2.9344,ABCAPEQ:PM
2016-08-16,2.972,ABCAPEQ:PM
2016-08-17,2.9527,ABCAPEQ:PM
2016-08-18,2.963,ABCAPEQ:PM
2016-08-19,2.974,ABCAPEQ:PM
2016-08-23,2.9718,ABCAPEQ:PM
2016-08-24,2.9604,ABCAPEQ:PM
2016-08-25,2.9671,ABCAPEQ:PM
2016-08-26,2.9668,ABCAPEQ:PM
2016-08-30,2.9542,ABCAPEQ:PM
2016-08-31,2.9417,ABCAPEQ:PM
2016-09-01,2.9478,ABCAPEQ:PM
2016-09-02,2.9499,ABCAPEQ:PM
2016-09-05,2.9491,ABCAPEQ:PM
2016-09-06,2.9437,ABCAPEQ:PM
2016-09-08,2.9262,ABCAPEQ:PM
2016-09-09,2.915,ABCAPEQ:PM
2016-09-13,2.9064,ABCAPEQ:PM
2016-09-14,2.8999,ABCAPEQ:PM
2016-09-15,2.918,ABCAPEQ:PM
2016-09-16,2.9218,ABCAPEQ:PM
2016-09-19,2.9148,ABCAPEQ:PM
2016-09-20,2.9313,ABCAPEQ:PM
2016-09-21,2.9408,ABCAPEQ:PM
2016-09-22,2.9483,ABCAPEQ:PM
2016-09-23,2.947,ABCAPEQ:PM
2016-09-26,2.9273,ABCAPEQ:PM
2016-09-27,2.9079,ABCAPEQ:PM
2016-09-28,2.9148,ABCAPEQ:PM
2016-09-29,2.9383,ABCAPEQ:PM
2016-09-30,2.9209,ABCAPEQ:PM
2016-10-03,2.9251,ABCAPEQ:PM
2016-10-05,2.9225,ABCAPEQ:PM
2016-10-06,2.9158,ABCAPEQ:PM
2016-10-07,2.9146,ABCAPEQ:PM
2016-10-10,2.9051,ABCAPEQ:PM
2016-10-11,2.9208,ABCAPEQ:PM
2016-10-12,2.867,ABCAPEQ:PM
2016-10-13,2.833,ABCAPEQ:PM
2016-10-14,2.8564,ABCAPEQ:PM
2016-10-17,2.8586,ABCAPEQ:PM
2016-10-18,2.8775,ABCAPEQ:PM
2016-10-19,2.8933,ABCAPEQ:PM
2016-10-20,2.904,ABCAPEQ:PM
2016-10-21,2.8946,ABCAPEQ:PM
2016-10-24,2.8785,ABCAPEQ:PM
2016-10-25,2.8832,ABCAPEQ:PM
2016-10-26,2.8609,ABCAPEQ:PM
2016-10-27,2.8565,ABCAPEQ:PM
2016-10-28,2.8376,ABCAPEQ:PM
2016-11-02,2.8173,ABCAPEQ:PM
2016-11-03,2.8124,ABCAPEQ:PM
2016-11-04,2.8399,ABCAPEQ:PM
2016-11-07,2.8393,ABCAPEQ:PM
2016-11-08,2.8655,ABCAPEQ:PM
2016-11-09,2.8314,ABCAPEQ:PM
2016-11-10,2.8562,ABCAPEQ:PM
2016-11-11,2.8129,ABCAPEQ:PM
2016-11-14,2.7819,ABCAPEQ:PM
2016-11-15,2.7818,ABCAPEQ:PM
2016-11-16,2.7921,ABCAPEQ:PM
2016-11-17,2.7964,ABCAPEQ:PM
2016-11-18,2.8208,ABCAPEQ:PM
2016-11-21,2.7962,ABCAPEQ:PM
2016-11-22,2.765,ABCAPEQ:PM
2016-11-23,2.7644,ABCAPEQ:PM
2016-11-24,2.7951,ABCAPEQ:PM
2016-11-25,2.7895,ABCAPEQ:PM
2016-11-28,2.7772,ABCAPEQ:PM
2016-11-29,2.7739,ABCAPEQ:PM
2016-12-01,2.796,ABCAPEQ:PM
2016-12-05,2.7758,ABCAPEQ:PM
2016-12-06,2.7792,ABCAPEQ:PM
2016-12-07,2.7842,ABCAPEQ:PM
2016-12-08,2.8023,ABCAPEQ:PM
2016-12-09,2.8076,ABCAPEQ:PM
2016-12-12,2.8019,ABCAPEQ:PM
2016-12-13,2.8043,ABCAPEQ:PM
2016-12-14,2.8069,ABCAPEQ:PM
2016-12-15,2.7905,ABCAPEQ:PM
2016-12-16,2.7865,ABCAPEQ:PM
2016-12-19,2.7719,ABCAPEQ:PM
2016-12-20,2.7647,ABCAPEQ:PM
2016-12-21,2.7784,ABCAPEQ:PM
2016-12-22,2.7566,ABCAPEQ:PM
2016-12-23,2.7548,ABCAPEQ:PM
2016-12-27,2.7691,ABCAPEQ:PM
2016-12-28,2.7798,ABCAPEQ:PM
2016-12-29,2.7972,ABCAPEQ:PM
2017-01-03,2.8046,ABCAPEQ:PM
2017-01-04,2.8331,ABCAPEQ:PM
2017-01-05,2.8516,ABCAPEQ:PM
2017-01-06,2.8503,ABCAPEQ:PM
2017-01-09,2.8753,ABCAPEQ:PM
2017-01-10,2.8675,ABCAPEQ:PM
2017-01-11,2.8735,ABCAPEQ:PM
2017-01-12,2.8566,ABCAPEQ:PM
2017-01-13,2.8453,ABCAPEQ:PM
2017-01-16,2.8708,ABCAPEQ:PM
2017-01-17,2.8409,ABCAPEQ:PM
2017-01-18,2.8555,ABCAPEQ:PM
2017-01-19,2.8888,ABCAPEQ:PM
2017-01-20,2.8696,ABCAPEQ:PM
2017-01-23,2.8993,ABCAPEQ:PM
2017-01-24,2.8993,ABCAPEQ:PM
2017-01-25,2.8831,ABCAPEQ:PM
2017-01-26,2.9037,ABCAPEQ:PM
2017-01-27,2.8993,ABCAPEQ:PM
2017-01-30,2.904,ABCAPEQ:PM
2017-01-31,2.8749,ABCAPEQ:PM
2017-02-01,2.8717,ABCAPEQ:PM
2017-02-02,2.8608,ABCAPEQ:PM
2017-02-03,2.8658,ABCAPEQ:PM
2017-02-06,2.877,ABCAPEQ:PM
2017-02-07,2.8889,ABCAPEQ:PM
2017-02-08,2.8826,ABCAPEQ:PM
2017-02-09,2.882,ABCAPEQ:PM
2017-02-10,2.8692,ABCAPEQ:PM
2017-02-13,2.8669,ABCAPEQ:PM
2017-02-15,2.8707,ABCAPEQ:PM
2017-02-16,2.8801,ABCAPEQ:PM
2017-02-17,2.8685,ABCAPEQ:PM
2017-02-20,2.8898,ABCAPEQ:PM
2017-02-21,2.8822,ABCAPEQ:PM
2017-02-22,2.893,ABCAPEQ:PM
2017-02-23,2.905,ABCAPEQ:PM
2017-02-24,2.8827,ABCAPEQ:PM
2017-02-27,2.882,ABCAPEQ:PM
2017-02-28,2.8674,ABCAPEQ:PM
2017-03-01,2.8763,ABCAPEQ:PM
2017-03-02,2.8945,ABCAPEQ:PM
2017-03-03,2.8862,ABCAPEQ:PM
2017-03-06,2.9012,ABCAPEQ:PM
2017-03-07,2.8992,ABCAPEQ:PM
2017-03-08,2.8996,ABCAPEQ:PM
2017-03-09,2.9083,ABCAPEQ:PM
2017-03-10,2.8933,ABCAPEQ:PM
2017-03-13,2.8933,ABCAPEQ:PM
2017-03-14,2.897,ABCAPEQ:PM
2017-03-15,2.8909,ABCAPEQ:PM
2017-03-16,2.8934,ABCAPEQ:PM
2017-03-17,2.9216,ABCAPEQ:PM
2017-03-20,2.9218,ABCAPEQ:PM
2017-03-21,2.9384,ABCAPEQ:PM
2017-03-22,2.8965,ABCAPEQ:PM
2017-03-23,2.9028,ABCAPEQ:PM
2017-03-24,2.8877,ABCAPEQ:PM
2017-03-27,2.8753,ABCAPEQ:PM
2017-03-28,2.8932,ABCAPEQ:PM
2017-03-29,2.8873,ABCAPEQ:PM
2017-03-30,2.8828,ABCAPEQ:PM
2017-03-31,2.8884,ABCAPEQ:PM
2017-04-04,2.9139,ABCAPEQ:PM
2017-04-05,2.9457,ABCAPEQ:PM
2017-04-06,2.9528,ABCAPEQ:PM
2017-04-07,2.979,ABCAPEQ:PM
2017-04-10,3.0009,ABCAPEQ:PM
2017-04-11,3.0006,ABCAPEQ:PM
2017-04-12,3.0,ABCAPEQ:PM
2017-04-17,2.9726,ABCAPEQ:PM
2017-04-18,2.977,ABCAPEQ:PM
2017-04-19,2.9683,ABCAPEQ:PM
2017-04-20,2.962,ABCAPEQ:PM
2017-04-21,2.9742,ABCAPEQ:PM
2017-04-24,2.9768,ABCAPEQ:PM
2017-04-25,2.9903,ABCAPEQ:PM
2017-04-26,3.0018,ABCAPEQ:PM
2017-04-27,2.9807,ABCAPEQ:PM
2017-05-02,3.0039,ABCAPEQ:PM
2017-05-03,2.9952,ABCAPEQ:PM
2017-05-04,3.0032,ABCAPEQ:PM
2017-05-05,3.0142,ABCAPEQ:PM
2016-05-10,251.59,AUBBEIF:PM
2016-05-11,257.91,AUBBEIF:PM
2016-05-12,255.87,AUBBEIF:PM
2016-05-13,259.02,AUBBEIF:PM
2016-05-17,261.88,AUBBEIF:PM
2016-05-18,262.24,AUBBEIF:PM
2016-05-19,259.02,AUBBEIF:PM
2016-05-20,255.18,AUBBEIF:PM
2016-05-23,255.23,AUBBEIF:PM
2016-05-24,256.8,AUBBEIF:PM
2016-05-25,259.89,AUBBEIF:PM
2016-05-26,257.73,AUBBEIF:PM
2016-05-27,258.84,AUBBEIF:PM
2016-05-30,260.06,AUBBEIF:PM
2016-05-31,258.02,AUBBEIF:PM
2016-06-01,261.05,AUBBEIF:PM
2016-06-02,260.28,AUBBEIF:PM
2016-06-03,261.85,AUBBEIF:PM
2016-06-06,264.36,AUBBEIF:PM
2016-06-07,267.47,AUBBEIF:PM
2016-06-08,268.22,AUBBEIF:PM
2016-06-09,262.82,AUBBEIF:PM
2016-06-10,262.17,AUBBEIF:PM
2016-06-13,263.44,AUBBEIF:PM
2016-06-14,260.91,AUBBEIF:PM
2016-06-15,262.12,AUBBEIF:PM
2016-06-16,264.05,AUBBEIF:PM
2016-06-17,265.77,AUBBEIF:PM
2016-06-21,269.78,AUBBEIF:PM
2016-06-22,269.16,AUBBEIF:PM
2016-06-23,268.47,AUBBEIF:PM
2016-06-24,265.96,AUBBEIF:PM
2016-06-27,268.5,AUBBEIF:PM
2016-06-28,267.14,AUBBEIF:PM
2016-06-29,270.88,AUBBEIF:PM
2016-06-30,270.97,AUBBEIF:PM
2016-07-01,272.0,AUBBEIF:PM
2016-07-04,272.45,AUBBEIF:PM
2016-07-05,271.45,AUBBEIF:PM
2016-07-07,269.62,AUBBEIF:PM
2016-07-11,272.72,AUBBEIF:PM
2016-07-12,274.81,AUBBEIF:PM
2016-07-13,275.2,AUBBEIF:PM
2016-07-14,275.5,AUBBEIF:PM
2016-07-15,277.65,AUBBEIF:PM
2016-07-18,276.21,AUBBEIF:PM
2016-07-19,277.45,AUBBEIF:PM
2016-07-20,277.76,AUBBEIF:PM
2016-07-21,279.3,AUBBEIF:PM
2016-07-22,277.02,AUBBEIF:PM
2016-07-25,277.83,AUBBEIF:PM
2016-07-26,277.19,AUBBEIF:PM
2016-07-27,279.41,AUBBEIF:PM
2016-07-28,277.2,AUBBEIF:PM
2016-07-29,275.37,AUBBEIF:PM
2016-08-01,278.71,AUBBEIF:PM
2016-08-02,277.48,AUBBEIF:PM
2016-08-03,273.17,AUBBEIF:PM
2016-08-04,275.88,AUBBEIF:PM
2016-08-05,275.6,AUBBEIF:PM
2016-08-08,276.24,AUBBEIF:PM
2016-08-09,278.23,AUBBEIF:PM
2016-08-10,278.2,AUBBEIF:PM
2016-08-11,276.67,AUBBEIF:PM
2016-08-12,276.08,AUBBEIF:PM
2016-08-15,276.13,AUBBEIF:PM
2016-08-16,276.86,AUBBEIF:PM
2016-08-17,275.72,AUBBEIF:PM
2016-08-18,275.86,AUBBEIF:PM
2016-08-19,275.32,AUBBEIF:PM
2016-08-22,276.83,AUBBEIF:PM
2016-08-23,275.22,AUBBEIF:PM
2016-08-24,272.93,AUBBEIF:PM
2016-08-25,272.55,AUBBEIF:PM
2016-08-26,272.5,AUBBEIF:PM
2016-08-30,271.26,AUBBEIF:PM
2016-08-31,271.11,AUBBEIF:PM
2016-09-01,270.61,AUBBEIF:PM
2016-09-02,271.66,AUBBEIF:PM
2016-09-05,270.35,AUBBEIF:PM
2016-09-06,268.91,AUBBEIF:PM
2016-09-07,266.11,AUBBEIF:PM
2016-09-08,267.74,AUBBEIF:PM
2016-09-09,265.13,AUBBEIF:PM
2016-09-13,264.17,AUBBEIF:PM
2016-09-14,263.98,AUBBEIF:PM
2016-09-15,268.43,AUBBEIF:PM
2016-09-16,264.11,AUBBEIF:PM
2016-09-19,264.78,AUBBEIF:PM
2016-09-21,267.6,AUBBEIF:PM
2016-09-22,269.93,AUBBEIF:PM
2016-09-23,268.77,AUBBEIF:PM
2016-09-26,266.09,AUBBEIF:PM
2016-09-28,264.69,AUBBEIF:PM
2016-09-29,268.49,AUBBEIF:PM
2016-09-30,265.93,AUBBEIF:PM
2016-10-03,267.63,AUBBEIF:PM
2016-10-04,269.01,AUBBEIF:PM
2016-10-05,266.76,AUBBEIF:PM
2016-10-06,266.45,AUBBEIF:PM
2016-10-07,265.16,AUBBEIF:PM
2016-10-10,263.97,AUBBEIF:PM
2016-10-11,263.78,AUBBEIF:PM
2016-10-12,261.51,AUBBEIF:PM
2016-10-13,257.79,AUBBEIF:PM
2016-10-14,259.88,AUBBEIF:PM
2016-10-17,258.79,AUBBEIF:PM
2016-10-18,264.9,AUBBEIF:PM
2016-10-19,269.19,AUBBEIF:PM
2016-10-20,269.04,AUBBEIF:PM
2016-10-21,267.45,AUBBEIF:PM
2016-10-24,266.28,AUBBEIF:PM
2016-10-25,265.56,AUBBEIF:PM
2016-10-26,263.2,AUBBEIF:PM
2016-10-27,261.48,AUBBEIF:PM
2016-10-28,260.13,AUBBEIF:PM
2016-11-02,255.98,AUBBEIF:PM
2016-11-03,253.15,AUBBEIF:PM
2016-11-04,255.05,AUBBEIF:PM
2016-11-07,254.33,AUBBEIF:PM
2016-11-08,257.71,AUBBEIF:PM
2016-11-09,251.71,AUBBEIF:PM
2016-11-10,253.87,AUBBEIF:PM
2016-11-11,247.69,AUBBEIF:PM
2016-11-14,244.65,AUBBEIF:PM
2016-11-15,244.31,AUBBEIF:PM
2016-11-16,247.73,AUBBEIF:PM
2016-11-17,250.43,AUBBEIF:PM
2016-11-18,250.99,AUBBEIF:PM
2016-11-21,248.16,AUBBEIF:PM
2016-11-23,244.18,AUBBEIF:PM
2016-11-24,245.34,AUBBEIF:PM
2016-11-25,245.58,AUBBEIF:PM
2016-11-28,243.87,AUBBEIF:PM
2016-11-29,242.45,AUBBEIF:PM
2016-12-01,245.03,AUBBEIF:PM
2016-12-05,242.44,AUBBEIF:PM
2016-12-06,243.28,AUBBEIF:PM
2016-12-07,244.92,AUBBEIF:PM
2016-12-08,249.44,AUBBEIF:PM
2016-12-09,249.97,AUBBEIF:PM
2016-12-12,244.84,AUBBEIF:PM
2016-12-13,245.01,AUBBEIF:PM
2016-12-14,246.57,AUBBEIF:PM
2016-12-15,244.53,AUBBEIF:PM
2016-12-16,244.51,AUBBEIF:PM
2016-12-19,240.71,AUBBEIF:PM
2016-12-20,239.04,AUBBEIF:PM
2016-12-21,239.89,AUBBEIF:PM
2016-12-22,237.17,AUBBEIF:PM
2016-12-23,236.55,AUBBEIF:PM
2016-12-27,239.03,AUBBEIF:PM
2016-12-28,244.41,AUBBEIF:PM
2016-12-29,244.35,AUBBEIF:PM
2017-01-03,244.89,AUBBEIF:PM
2017-01-04,249.67,AUBBEIF:PM
2017-01-05,254.74,AUBBEIF:PM
2017-01-06,255.62,AUBBEIF:PM
2017-01-10,258.78,AUBBEIF:PM
2017-01-12,255.93,AUBBEIF:PM
2017-01-13,255.37,AUBBEIF:PM
2017-01-16,255.38,AUBBEIF:PM
2017-01-18,253.08,AUBBEIF:PM
2017-01-19,255.76,AUBBEIF:PM
2017-01-20,255.29,AUBBEIF:PM
2017-01-23,259.42,AUBBEIF:PM
2017-01-24,259.62,AUBBEIF:PM
2017-01-25,258.18,AUBBEIF:PM
2017-01-26,258.33,AUBBEIF:PM
2017-01-27,258.38,AUBBEIF:PM
2017-01-30,258.51,AUBBEIF:PM
2017-01-31,255.36,AUBBEIF:PM
2017-02-01,255.26,AUBBEIF:PM
2017-02-02,255.05,AUBBEIF:PM
2017-02-03,255.11,AUBBEIF:PM
2017-02-06,257.03,AUBBEIF:PM
2017-02-07,256.05,AUBBEIF:PM
2017-02-08,255.13,AUBBEIF:PM
2017-02-09,255.62,AUBBEIF:PM
2017-02-10,255.1,AUBBEIF:PM
2017-02-13,256.87,AUBBEIF:PM
2017-02-14,253.88,AUBBEIF:PM
2017-02-15,253.12,AUBBEIF:PM
2017-02-16,256.28,AUBBEIF:PM
2017-02-17,255.05,AUBBEIF:PM
2017-02-20,256.16,AUBBEIF:PM
2017-02-21,256.22,AUBBEIF:PM
2017-02-22,256.93,AUBBEIF:PM
2017-02-23,257.78,AUBBEIF:PM
2017-02-24,255.63,AUBBEIF:PM
2017-02-27,254.82,AUBBEIF:PM
2017-02-28,254.28,AUBBEIF:PM
2017-03-01,253.2,AUBBEIF:PM
2017-03-02,255.2,AUBBEIF:PM
2017-03-03,255.44,AUBBEIF:PM
2017-03-06,257.53,AUBBEIF:PM
2017-03-07,256.82,AUBBEIF:PM
2017-03-08,256.96,AUBBEIF:PM
2017-03-09,257.11,AUBBEIF:PM
2017-03-10,252.82,AUBBEIF:PM
2017-03-13,255.48,AUBBEIF:PM
2017-03-14,256.26,AUBBEIF:PM
2017-03-15,255.98,AUBBEIF:PM
2017-03-16,257.35,AUBBEIF:PM
2017-03-17,259.24,AUBBEIF:PM
2017-03-20,258.47,AUBBEIF:PM
2017-03-21,258.74,AUBBEIF:PM
2017-03-22,256.64,AUBBEIF:PM
2017-03-23,258.39,AUBBEIF:PM
2017-03-24,257.54,AUBBEIF:PM
2017-03-27,256.81,AUBBEIF:PM
2017-03-28,259.36,AUBBEIF:PM
2017-03-29,259.29,AUBBEIF:PM
2017-03-30,259.61,AUBBEIF:PM
2017-03-31,258.94,AUBBEIF:PM
2017-04-03,260.04,AUBBEIF:PM
2017-04-04,263.16,AUBBEIF:PM
2017-04-05,267.33,AUBBEIF:PM
2017-04-06,266.82,AUBBEIF:PM
2017-04-07,267.45,AUBBEIF:PM
2017-04-10,268.48,AUBBEIF:PM
2017-04-11,268.28,AUBBEIF:PM
2017-04-12,268.99,AUBBEIF:PM
2017-04-17,267.66,AUBBEIF:PM
2017-04-18,267.81,AUBBEIF:PM
2017-04-19,265.85,AUBBEIF:PM
2017-04-20,267.29,AUBBEIF:PM
2017-04-21,267.72,AUBBEIF:PM
2017-04-24,268.07,AUBBEIF:PM
2017-04-25,271.32,AUBBEIF:PM
2017-04-26,272.15,AUBBEIF:PM
2017-04-27,270.2,AUBBEIF:PM
2017-05-02,271.72,AUBBEIF:PM
2017-05-03,271.25,AUBBEIF:PM
2017-05-04,273.58,AUBBEIF:PM
2017-05-05,276.27,AUBBEIF:PM
2016-05-10,202.25,AUBBGDF:PM
2016-05-11,202.29,AUBBGDF:PM
2016-05-12,202.37,AUBBGDF:PM
2016-05-13,202.52,AUBBGDF:PM
2016-05-17,202.58,AUBBGDF:PM
2016-05-18,202.64,AUBBGDF:PM
2016-05-19,202.65,AUBBGDF:PM
2016-05-20,202.82,AUBBGDF:PM
2016-05-23,202.91,AUBBGDF:PM
2016-05-24,203.07,AUBBGDF:PM
2016-05-25,203.09,AUBBGDF:PM
2016-05-26,203.14,AUBBGDF:PM
2016-05-27,203.17,AUBBGDF:PM
2016-05-30,203.25,AUBBGDF:PM
2016-05-31,203.28,AUBBGDF:PM
2016-06-01,203.36,AUBBGDF:PM
2016-06-02,203.36,AUBBGDF:PM
2016-06-03,203.44,AUBBGDF:PM
2016-06-06,203.54,AUBBGDF:PM
2016-06-07,203.55,AUBBGDF:PM
2016-06-08,203.57,AUBBGDF:PM
2016-06-09,203.63,AUBBGDF:PM
2016-06-10,203.67,AUBBGDF:PM
2016-06-13,203.75,AUBBGDF:PM
2016-06-14,203.7,AUBBGDF:PM
2016-06-15,203.6,AUBBGDF:PM
2016-06-16,203.66,AUBBGDF:PM
2016-06-17,203.65,AUBBGDF:PM
2016-06-21,203.8,AUBBGDF:PM
2016-06-22,203.79,AUBBGDF:PM
2016-06-23,203.85,AUBBGDF:PM
2016-06-24,203.87,AUBBGDF:PM
2016-06-27,203.91,AUBBGDF:PM
2016-06-28,203.81,AUBBGDF:PM
2016-06-29,203.94,AUBBGDF:PM
2016-06-30,203.96,AUBBGDF:PM
2016-07-01,204.22,AUBBGDF:PM
2016-07-04,204.21,AUBBGDF:PM
2016-07-05,204.24,AUBBGDF:PM
2016-07-07,204.41,AUBBGDF:PM
2016-07-11,204.56,AUBBGDF:PM
2016-07-12,204.6,AUBBGDF:PM
2016-07-13,204.59,AUBBGDF:PM
2016-07-14,205.24,AUBBGDF:PM
2016-07-15,205.47,AUBBGDF:PM
2016-07-18,205.53,AUBBGDF:PM
2016-07-19,205.65,AUBBGDF:PM
2016-07-20,205.77,AUBBGDF:PM
2016-07-21,205.79,AUBBGDF:PM
2016-07-22,205.86,AUBBGDF:PM
2016-07-25,205.91,AUBBGDF:PM
2016-07-26,206.01,AUBBGDF:PM
2016-07-27,206.05,AUBBGDF:PM
2016-07-28,206.29,AUBBGDF:PM
2016-07-29,206.44,AUBBGDF:PM
2016-08-01,206.61,AUBBGDF:PM
2016-08-02,206.63,AUBBGDF:PM
2016-08-03,206.65,AUBBGDF:PM
2016-08-04,206.61,AUBBGDF:PM
2016-08-05,206.63,AUBBGDF:PM
2016-08-08,206.54,AUBBGDF:PM
2016-08-09,206.65,AUBBGDF:PM
2016-08-10,206.78,AUBBGDF:PM
2016-08-11,206.8,AUBBGDF:PM
2016-08-12,206.75,AUBBGDF:PM
2016-08-15,206.86,AUBBGDF:PM
2016-08-16,206.84,AUBBGDF:PM
2016-08-17,206.89,AUBBGDF:PM
2016-08-18,207.21,AUBBGDF:PM
2016-08-19,207.32,AUBBGDF:PM
2016-08-22,207.36,AUBBGDF:PM
2016-08-23,207.4,AUBBGDF:PM
2016-08-24,207.46,AUBBGDF:PM
2016-08-25,207.5,AUBBGDF:PM
2016-08-26,207.52,AUBBGDF:PM
2016-08-30,207.55,AUBBGDF:PM
2016-08-31,207.6,AUBBGDF:PM
2016-09-01,207.6,AUBBGDF:PM
2016-09-02,207.63,AUBBGDF:PM
2016-09-05,207.67,AUBBGDF:PM
2016-09-06,207.71,AUBBGDF:PM
2016-09-07,207.8,AUBBGDF:PM
2016-09-08,207.82,AUBBGDF:PM
2016-09-09,207.81,AUBBGDF:PM
2016-09-13,207.81,AUBBGDF:PM
2016-09-14,207.74,AUBBGDF:PM
2016-09-15,207.71,AUBBGDF:PM
2016-09-16,207.73,AUBBGDF:PM
2016-09-19,207.79,AUBBGDF:PM
2016-09-21,207.82,AUBBGDF:PM
2016-09-22,207.91,AUBBGDF:PM
2016-09-23,207.92,AUBBGDF:PM
2016-09-26,207.98,AUBBGDF:PM
2016-09-28,207.95,AUBBGDF:PM
2016-09-29,207.94,AUBBGDF:PM
2016-09-30,207.96,AUBBGDF:PM
2016-10-03,207.96,AUBBGDF:PM
2016-10-04,208.17,AUBBGDF:PM
2016-10-05,208.18,AUBBGDF:PM
2016-10-06,208.19,AUBBGDF:PM
2016-10-07,208.13,AUBBGDF:PM
2016-10-10,208.14,AUBBGDF:PM
2016-10-11,208.12,AUBBGDF:PM
2016-10-12,208.08,AUBBGDF:PM
2016-10-13,208.08,AUBBGDF:PM
2016-10-14,208.02,AUBBGDF:PM
2016-10-17,208.02,AUBBGDF:PM
2016-10-18,208.01,AUBBGDF:PM
2016-10-19,208.03,AUBBGDF:PM
2016-10-20,208.12,AUBBGDF:PM
2016-10-21,208.07,AUBBGDF:PM
2016-10-24,208.09,AUBBGDF:PM
2016-10-25,208.11,AUBBGDF:PM
2016-10-26,208.09,AUBBGDF:PM
2016-10-27,208.09,AUBBGDF:PM
2016-10-28,208.09,AUBBGDF:PM
2016-11-02,208.14,AUBBGDF:PM
2016-11-03,208.12,AUBBGDF:PM
2016-11-04,208.11,AUBBGDF:PM
2016-11-07,208.0,AUBBGDF:PM
2016-11-08,207.99,AUBBGDF:PM
2016-11-09,207.97,AUBBGDF:PM
2016-11-10,207.92,AUBBGDF:PM
2016-11-11,207.8,AUBBGDF:PM
2016-11-14,207.6,AUBBGDF:PM
2016-11-15,207.35,AUBBGDF:PM
2016-11-16,207.3,AUBBGDF:PM
2016-11-17,207.26,AUBBGDF:PM
2016-11-18,207.11,AUBBGDF:PM
2016-11-21,207.06,AUBBGDF:PM
2016-11-23,206.98,AUBBGDF:PM
2016-11-24,206.96,AUBBGDF:PM
2016-11-25,206.9,AUBBGDF:PM
2016-11-28,206.88,AUBBGDF:PM
2016-11-29,206.82,AUBBGDF:PM
2016-12-01,206.78,AUBBGDF:PM
2016-12-05,206.79,AUBBGDF:PM
2016-12-06,206.78,AUBBGDF:PM
2016-12-07,206.78,AUBBGDF:PM
2016-12-08,206.8,AUBBGDF:PM
